ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 194352457,apartment,1600,150,3,1,10+,yes,yes,alexandria,sidi gaber
Ad id 194352153,apartment,23000,360,3,3,3,no,yes,cairo,heliopolis
Ad id 193055893,apartment,5500,170,3,2,ground,no,yes,cairo,mokattam
Ad id 194352346,apartment,13000,124,3,2,ground,yes,yes,cairo,madinaty
Ad id 194352288,apartment,1500,150,3,1,10+,yes,yes,alexandria,sidi gaber
Ad id 194309611,apartment,1200,70,2,1,6,no,yes,cairo,shubra
Ad id 194352146,duplex,25000,240,4,3,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194351891,duplex,17000,400,4,4,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 188438208,apartment,6500,180,3,2,ground,,yes,cairo,new cairo - el tagamoa
Ad id 194351778,duplex,26000,240,4,3,ground,,yes,cairo,new cairo - el tagamoa
Ad id 194351755,apartment,9500,185,3,2,5,yes,yes,giza,6th of october
Ad id 194351706,apartment,10000,200,3,3,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194351661,duplex,20000,400,5,3,1,,yes,cairo,new cairo - el tagamoa
Ad id 193759920,apartment,1578000,148,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 187781892,apartment,850000,145,3,1,8,,no,alexandria,mandara
Ad id 194359737,apartment,1850000,100,2,1,3,no,no,cairo,madinaty
Ad id 194359712,apartment,1350000,185,3,2,1,no,no,giza,hadayek 6th of october
Ad id 194359695,studio,3028205,65,1,1,3,,no,cairo,new cairo - el tagamoa
Ad id 194359692,apartment,1750000,89,2,2,4,no,no,cairo,madinaty
Ad id 194359670,apartment,4200000,156,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194359663,apartment,3600000,186,3,3,ground,no,no,cairo,madinaty
Ad id 194359649,apartment,400000,100,3,1,2,no,no,suez,suez district
Ad id 194359648,duplex,472000,364,6,4,2,no,no,cairo,new capital city
Ad id 194359622,apartment,870000,145,3,2,1,no,no,cairo,new heliopolis
Ad id 193593295,apartment,760000,130,3,1,2,no,no,cairo,nasr city
Ad id 194359633,apartment,2400000,145,3,1,5,no,no,cairo,madinaty
Ad id 194359619,apartment,3672870,171,3,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 194359613,apartment,2650000,140,3,2,2,no,no,cairo,madinaty
Ad id 194359592,apartment,2900000,132,3,1,5,no,no,cairo,madinaty
Ad id 194351657,apartment,7000,180,3,2,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194351521,duplex,18000,400,4,3,1,,yes,cairo,new cairo - el tagamoa
Ad id 194351510,apartment,12000,200,3,3,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194334361,studio,4000,25,1,1,1,yes,yes,giza,6th of october
Ad id 194351185,apartment,6000,140,3,2,3,no,yes,cairo,madinaty
Ad id 194351075,apartment,12000,90,2,1,2,yes,yes,cairo,rehab city
Ad id 194333575,apartment,12000,202,4,2,3,no,yes,cairo,new cairo - el tagamoa
Ad id 194350648,duplex,16000,400,3,3,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194359536,apartment,3300000,500,4,3,1,no,no,cairo,obour city
Ad id 191217468,apartment,2300000,270,3,2,2,no,no,cairo,nasr city
Ad id 194359506,apartment,1550000,82,2,1,4,no,no,cairo,madinaty
Ad id 192867730,apartment,520000,93,4,1,4,no,no,giza,imbaba
Ad id 194359482,apartment,1450000,172,3,2,ground,no,no,cairo,shorouk city
Ad id 193980799,apartment,480000,168,3,2,ground,,no,giza,6th of october
Ad id 194041969,apartment,1758000,148,3,2,1,,no,cairo,new cairo - el tagamoa
Ad id 175977096,apartment,1850000,225,3,3,8,no,no,cairo,nasr city
Ad id 194359397,apartment,2500000,143,3,1,5,no,no,cairo,madinaty
Ad id 194359384,apartment,900000,227,3,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 194359373,apartment,230000,110,2,1,10,no,no,cairo,nasr city
Ad id 193952376,duplex,2500000,450,4,4,ground,no,no,giza,hadayek al-ahram
Ad id 194359380,apartment,1700000,190,3,2,1,,no,cairo,obour city
Ad id 194263756,apartment,500000,147,3,1,1,no,no,giza,6th of october
Ad id 194359315,apartment,6889920,240,4,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194359295,apartment,450000,160,3,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 194359278,apartment,1750000,160,3,2,1,,no,cairo,new cairo - el tagamoa
Ad id 194359265,apartment,1650000,116,3,2,4,no,no,cairo,madinaty
Ad id 194359228,apartment,1620000,82,2,1,5,no,no,cairo,madinaty
Ad id 194359221,apartment,1500000,120,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194359217,apartment,10500000,235,4,2,4,yes,no,cairo,new cairo - el tagamoa
Ad id 194359184,apartment,2200000,225,3,3,4,,no,cairo,new cairo - el tagamoa
Ad id 194359157,apartment,2800000,200,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194359133,apartment,300000,195,3,2,2,,no,giza,6th of october
Ad id 194359097,duplex,7000000,342,4,3,ground,,no,giza,sheikh zayed
Ad id 194359082,apartment,450000,242,4,3,2,,no,giza,sheikh zayed
Ad id 194359050,duplex,500000,345,4,4,ground,,no,giza,sheikh zayed
Ad id 194359049,apartment,1850000,107,2,1,2,no,no,cairo,madinaty
Ad id 194359040,duplex,1650000,420,3,3,ground,no,no,cairo,obour city
Ad id 194359016,apartment,450000,240,3,3,2,,no,giza,sheikh zayed
Ad id 194358997,apartment,450000,245,4,3,2,,no,giza,sheikh zayed
Ad id 194358988,apartment,1750000,116,3,2,1,no,no,cairo,madinaty
Ad id 192672612,apartment,1800000,128,2,1,ground,,no,cairo,new cairo - el tagamoa
Ad id 194358879,apartment,3750000,189,3,3,ground,no,no,cairo,madinaty
Ad id 194358862,apartment,1150000,175,3,2,2,no,no,cairo,obour city
Ad id 194358850,apartment,2550000,220,3,3,9,,no,cairo,nasr city
Ad id 194358804,apartment,2600000,131,3,2,2,no,no,cairo,madinaty
Ad id 194358780,apartment,2700000,143,3,2,5,no,no,cairo,madinaty
Ad id 194358751,apartment,1800000,96,2,2,1,no,no,cairo,madinaty
Ad id 194358707,apartment,540000,77,2,1,1,no,no,cairo,madinaty
Ad id 194358491,apartment,500000,80,1,1,highest,no,no,alexandria,sidi beshr
Ad id 194358519,apartment,700000,105,2,1,1,,no,cairo,downtown cairo
Ad id 194358412,apartment,1500000,140,3,1,4,no,no,alexandria,camp caesar
Ad id 194358334,apartment,5200000,580,4,5,6,no,no,alexandria,smoha
Ad id 194340038,apartment,850000,100,2,1,10+,yes,no,alexandria,miami
Ad id 193571976,apartment,1600000,140,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194358341,apartment,1795000,186,3,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194358289,apartment,1631000,188,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194358208,apartment,1620000,82,2,1,5,,no,cairo,madinaty
Ad id 194358207,apartment,1620000,82,2,1,5,,no,cairo,madinaty
Ad id 194358198,apartment,1980000,96,2,2,5,,no,cairo,madinaty
Ad id 194358197,apartment,1980000,96,2,2,5,,no,cairo,madinaty
Ad id 193797655,duplex,2350000,294,5,4,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194358191,apartment,2800000,165,3,3,4,,no,cairo,madinaty
Ad id 194358190,apartment,2800000,165,3,3,4,,no,cairo,madinaty
Ad id 194358179,apartment,2400000,110,3,2,3,,no,cairo,madinaty
Ad id 194358178,apartment,2400000,110,3,2,3,,no,cairo,madinaty
Ad id 194358153,apartment,270000,90,2,1,6,no,no,alexandria,agami
Ad id 194358148,duplex,2800000,250,3,3,9,,no,giza,mohandessin
Ad id 194358107,apartment,1000000,165,3,2,7,no,no,alexandria,agami
Ad id 194358104,apartment,1500000,195,3,2,5,no,no,cairo,new cairo - el tagamoa
Ad id 194356634,apartment,240000,167,3,3,4,no,no,giza,sheikh zayed
Ad id 194357920,studio,1350000,63,1,1,ground,,no,cairo,madinaty
Ad id 194357912,apartment,2750000,135,3,2,2,,no,cairo,madinaty
Ad id 194357902,apartment,4600000,200,3,3,1,,no,cairo,madinaty
Ad id 194357850,apartment,2850000,108,3,2,ground,,no,cairo,madinaty
Ad id 194357818,apartment,540000,77,2,1,1,,no,cairo,madinaty
Ad id 194357810,apartment,1900000,106,2,1,1,,no,cairo,madinaty
Ad id 194357749,apartment,2000000,191,3,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194357494,apartment,375000,120,3,1,9,no,no,alexandria,nakheel
Ad id 194357474,apartment,390000,120,3,1,6,no,no,alexandria,nakheel
Ad id 194357443,apartment,295000,110,2,1,3,no,no,alexandria,nakheel
Ad id 194357428,apartment,360000,120,2,1,1,,no,alexandria,nakheel
Ad id 194357347,apartment,2200000,180,3,2,4,,no,giza,mohandessin
Ad id 193185773,apartment,450000,110,3,1,4,no,no,cairo,ain shams
Ad id 194357263,apartment,165000,65,1,1,ground,no,no,alexandria,agami
Ad id 194357249,apartment,2200000,190,3,2,10,,no,giza,mohandessin
Ad id 194357099,apartment,5000000,245,3,3,3,yes,no,cairo,new cairo - el tagamoa
Ad id 186415400,apartment,450000,136,2,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 194356541,studio,195000,75,1,1,ground,,no,cairo,new cairo - el tagamoa
Ad id 194356810,apartment,5800000,141,3,2,ground,no,no,giza,sheikh zayed
Ad id 194356804,apartment,3000000,150,3,2,2,no,no,giza,sheikh zayed
Ad id 194356757,apartment,740000,220,4,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194356440,apartment,2400000,198,4,2,3,no,no,cairo,zahraa al maadi
Ad id 192648424,apartment,235000,85,2,1,1,,no,alexandria,agami
Ad id 187928491,apartment,950000,109,3,1,4,no,no,cairo,new cairo - el tagamoa
Ad id 194356706,apartment,660000,169,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194356651,apartment,700000,176,3,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194356612,apartment,2899678,135,2,2,5,no,no,cairo,new cairo - el tagamoa
Ad id 194356515,apartment,400000,128,3,2,1,,no,cairo,new heliopolis
Ad id 194356489,apartment,1600000,82,2,1,3,no,no,cairo,madinaty
Ad id 194356445,apartment,950000,205,3,3,1,no,no,cairo,shorouk city
Ad id 194356444,apartment,2300000,190,2,3,8,,no,cairo,heliopolis
Ad id 194356421,apartment,245000,202,3,3,ground,no,no,giza,sheikh zayed
Ad id 194353446,apartment,200000,145,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194356361,apartment,530000,166,3,2,1,,no,cairo,new cairo - el tagamoa
Ad id 194356313,apartment,420000,128,2,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194356301,duplex,4500000,210,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194356297,apartment,600000,166,3,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 194356256,duplex,485000,150,3,1,5,no,no,alexandria,nakheel
Ad id 194356216,apartment,1900229,112,1,1,ground,no,no,cairo,new capital city
Ad id 194356176,apartment,2600000,160,3,3,1,,no,giza,mohandessin
Ad id 194356117,apartment,6902000,140,2,2,4,,no,cairo,new cairo - el tagamoa
Ad id 194355941,apartment,400000,159,3,2,1,no,no,cairo,new heliopolis
Ad id 194355366,apartment,1300000,165,3,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194355335,apartment,674000,90,2,1,ground,,no,giza,6th of october
Ad id 194356015,apartment,85000,118,3,2,ground,no,no,giza,hadayek al-ahram
Ad id 194355991,apartment,540000,77,2,1,1,no,no,cairo,madinaty
Ad id 194355957,apartment,2200000,140,4,2,3,no,no,cairo,qasr al-nil
Ad id 194355919,apartment,1900000,106,2,1,1,no,no,cairo,madinaty
Ad id 194355901,apartment,1750000,160,3,2,1,,no,cairo,new cairo - el tagamoa
Ad id 194355875,apartment,550000,225,4,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194355681,apartment,409000,105,2,1,1,,no,giza,6th of october
Ad id 194355693,apartment,3600000,184,3,3,ground,no,no,cairo,madinaty
Ad id 194355692,apartment,2850000,108,3,2,ground,no,no,cairo,madinaty
Ad id 192628863,apartment,426000,170,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194355560,apartment,3150000,131,3,2,2,no,no,cairo,madinaty
Ad id 194355545,apartment,2020143,105,2,1,5,no,no,cairo,new cairo - el tagamoa
Ad id 194355453,apartment,720000,143,3,1,10+,no,no,qalyubia,bahtim
Ad id 194294596,apartment,450000,120,3,1,3,no,no,cairo,nasr city
Ad id 194355342,apartment,4550000,150,3,3,3,,no,cairo,shorouk city
Ad id 194355062,apartment,392000,165,3,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194354937,apartment,395000,138,2,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194355212,apartment,3600000,135,2,4,ground,,no,cairo,new cairo - el tagamoa
Ad id 194355155,apartment,880000,173,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194355024,apartment,900000,115,3,1,3,no,no,alexandria,asafra
Ad id 194354891,apartment,1250000,190,3,2,10,no,no,cairo,new nozha
Ad id 194354608,apartment,650000,90,2,1,ground,no,no,giza,giza district
Ad id 192979556,apartment,1250000,85,2,1,4,no,no,alexandria,maamoura
Ad id 194355085,apartment,2520000,105,2,2,2,no,no,giza,sheikh zayed
Ad id 194354950,apartment,620000,127,2,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194354944,apartment,2500000,180,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194354879,apartment,1760000,103,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194272149,duplex,5300000,245,3,4,1,yes,no,giza,sheikh zayed
Ad id 194354789,apartment,1197000,161,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194354763,apartment,3100000,108,2,2,1,yes,no,matruh,north coast
Ad id 194328557,apartment,850000,100,3,1,2,no,no,alexandria,moharam bik
Ad id 194353535,apartment,1400000,150,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194354594,apartment,6063000,178,3,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194354574,apartment,434000,173,3,2,3,,no,giza,6th of october
Ad id 194354525,apartment,2126247,166,3,3,5,,no,cairo,new capital city
Ad id 194354467,apartment,3700000,270,4,3,4,yes,no,cairo,nasr city
Ad id 194354449,penthouse,6052000,190,3,4,5,,no,giza,sheikh zayed
Ad id 194354436,apartment,2000000,96,2,2,2,no,no,cairo,madinaty
Ad id 194353036,apartment,255300,173,3,2,3,,no,giza,6th of october
Ad id 194354353,apartment,1476000,180,3,2,1,,no,cairo,new cairo - el tagamoa
Ad id 186697855,apartment,800000,170,3,2,2,no,no,cairo,rehab city
Ad id 194354232,duplex,1757700,279,4,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 186694864,apartment,200000,105,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 194354203,apartment,1900000,127,3,2,3,no,no,cairo,rehab city
Ad id 191783346,duplex,900000,290,4,3,4,,no,cairo,rehab city
Ad id 194354071,penthouse,770000,195,4,3,4,,no,cairo,new cairo - el tagamoa
Ad id 194351419,apartment,350000,90,2,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 194353936,apartment,2650000,196,4,2,ground,yes,no,cairo,rehab city
Ad id 194353909,apartment,1100000,70,2,1,4,yes,no,giza,sheikh zayed
Ad id 194353855,duplex,5000000,275,4,3,ground,yes,no,giza,sheikh zayed
Ad id 194353786,apartment,900000,150,3,1,3,yes,no,sharqia,10th of ramadan
Ad id 194353897,penthouse,4850000,187,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194353858,apartment,2430000,235,3,2,1,,no,cairo,new cairo - el tagamoa
Ad id 194353278,apartment,650000,120,3,2,9,no,no,cairo,ain shams
Ad id 194352037,apartment,215000,116,2,1,3,,no,giza,6th of october
Ad id 193830935,apartment,24000000,200,3,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 191784880,apartment,800000,57,1,1,5,,no,cairo,heliopolis
Ad id 194353765,apartment,2350000,280,3,2,3,,no,cairo,nasr city
Ad id 194353738,apartment,2000000,150,2,2,ground,,no,cairo,sheraton
Ad id 194353678,apartment,137000,147,2,2,5,no,no,cairo,new cairo - el tagamoa
Ad id 194353667,apartment,390000,165,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194353663,apartment,6825000,130,2,4,2,no,no,cairo,new cairo - el tagamoa
Ad id 194353659,apartment,2800000,200,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194353644,penthouse,6400000,240,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194353628,apartment,380000,140,3,1,2,no,no,alexandria,nakheel
Ad id 193993964,apartment,620000,142,3,2,4,no,no,alexandria,agami
Ad id 194353622,apartment,1600000,196,3,2,2,no,no,gharbia,tanta
Ad id 194353564,apartment,2100000,200,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194353504,apartment,650000,233,4,3,ground,no,no,giza,6th of october
Ad id 194353471,apartment,2100000,200,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194353357,apartment,3200000,210,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 193336637,apartment,550000,86,2,1,ground,no,no,alexandria,sidi beshr
Ad id 194353343,apartment,1900000,250,4,2,6,no,no,cairo,nasr city
Ad id 194353338,apartment,1850000,103,3,2,4,no,no,cairo,madinaty
Ad id 194353252,apartment,2800000,135,3,2,2,no,no,cairo,madinaty
Ad id 194353245,apartment,380000,165,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194353213,apartment,2350000,193,3,3,4,no,no,cairo,new cairo - el tagamoa
Ad id 194353212,apartment,3000000,300,4,3,10,no,no,cairo,nasr city
Ad id 194353161,apartment,6900000,149,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194353148,duplex,1100000,340,5,3,ground,no,no,giza,6th of october
Ad id 194353116,apartment,375000,214,4,3,3,,no,cairo,new capital city
Ad id 194353114,apartment,3800000,300,4,3,2,no,no,cairo,nasr city
Ad id 194353109,apartment,950000,200,3,2,2,no,no,giza,6th of october
Ad id 194353086,apartment,2000000,157,2,2,ground,no,no,giza,sheikh zayed
Ad id 194352196,apartment,265000,140,3,2,4,,no,giza,6th of october
Ad id 194353037,apartment,2500000,120,2,1,10+,yes,no,alexandria,stanley
Ad id 194353027,apartment,3100000,280,5,3,10,,no,cairo,nasr city
Ad id 194352974,apartment,3250000,300,4,3,6,no,no,cairo,nasr city
Ad id 194352901,apartment,250000,128,2,2,3,no,no,cairo,shorouk city
Ad id 194352893,apartment,315000,120,2,1,1,no,no,alexandria,nakheel
Ad id 194352877,apartment,3500000,300,4,3,5,,no,cairo,nasr city
Ad id 194352830,apartment,330000,112,2,1,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194352815,apartment,2160000,293,4,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 194352811,apartment,3200000,250,4,3,6,,no,cairo,nasr city
Ad id 194352776,apartment,1600000,140,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194076778,apartment,1800000,190,3,2,2,no,no,cairo,nasr city
Ad id 194352735,apartment,1800000,82,2,1,4,no,no,cairo,madinaty
Ad id 194352648,apartment,4000000,165,3,3,1,no,no,cairo,madinaty
Ad id 194352560,apartment,6100000,162,4,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 188239466,penthouse,4950000,295,5,5,ground,no,no,cairo,shorouk city
Ad id 194352418,apartment,320000,85,2,1,4,no,no,cairo,gesr al suez
Ad id 194083838,apartment,4500000,150,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194352405,apartment,280000,123,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 194352364,duplex,7343000,218,4,4,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194352333,apartment,904500,135,2,2,4,no,no,cairo,mokattam
Ad id 193221864,apartment,2850000,150,3,2,3,no,no,cairo,rehab city
Ad id 194352206,apartment,1150000,140,3,2,1,no,no,cairo,nasr city
Ad id 194352202,apartment,1700000,220,3,3,1,no,no,giza,sheikh zayed
Ad id 194352071,apartment,3050000,168,3,3,2,no,no,cairo,rehab city
Ad id 194351946,apartment,2500000,141,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194351932,apartment,1800000,133,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194351922,apartment,2300000,170,3,3,5,no,no,cairo,new cairo - el tagamoa
Ad id 192665795,apartment,1500000,183,3,3,4,no,no,cairo,new cairo - el tagamoa
Ad id 194351721,apartment,1000000,125,2,1,7,no,no,alexandria,miami
Ad id 194351450,apartment,346000,120,3,1,8,no,no,alexandria,victoria
Ad id 194351576,apartment,5250000,186,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194351540,apartment,1900000,155,3,2,1,no,no,alexandria,cleopatra
Ad id 194351446,apartment,290000,135,2,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194315778,apartment,1740000,174,3,2,2,no,no,giza,sheikh zayed
Ad id 194351426,apartment,5500000,202,4,3,ground,no,no,giza,sheikh zayed
Ad id 194351412,penthouse,3800000,250,4,3,3,,no,giza,sheikh zayed
Ad id 194351374,apartment,1100000,154,3,3,10,no,no,cairo,maadi
Ad id 194351230,apartment,430000,175,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194351203,apartment,2150000,143,3,1,3,no,no,cairo,madinaty
Ad id 194351190,apartment,4900000,166,4,4,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194351173,apartment,450000,52,2,1,1,no,no,cairo,shubra
Ad id 194351172,apartment,600000,70,3,1,3,no,no,cairo,new cairo - el tagamoa
Ad id 194351145,apartment,6000000,260,6,3,3,no,no,alexandria,glim
Ad id 192627449,penthouse,2600000,175,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194351061,apartment,373000,210,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 194350714,apartment,160000,60,1,1,ground,no,no,alexandria,nakheel
Ad id 194350997,apartment,850000,115,2,1,10,no,no,alexandria,seyouf
Ad id 194350873,apartment,950000,120,2,1,4,no,no,cairo,helmeyat el zaytoun
Ad id 194350744,apartment,760000,100,3,1,1,no,no,cairo,new cairo - el tagamoa
Ad id 192006426,apartment,2800000,200,3,2,2,no,no,damietta,damietta city
Ad id 191938978,apartment,2800000,200,3,2,1,no,no,damietta,damietta city
Ad id 194364965,apartment,1200000,200,3,3,2,,no,cairo,shorouk city
Ad id 194365956,apartment,835000,127,3,2,3,no,no,cairo,shorouk city
Ad id 194364614,apartment,5500,155,2,1,4,no,yes,cairo,new cairo - el tagamoa
Ad id 194363962,apartment,8000,120,2,1,2,yes,yes,giza,sheikh zayed
Ad id 194367099,apartment,426000,175,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194367090,apartment,2700000,131,3,2,2,no,no,cairo,madinaty
Ad id 194367081,apartment,950000,123,3,1,10+,no,no,alexandria,seyouf
Ad id 194365773,apartment,370000,155,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194367075,apartment,3000000,225,3,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194367073,apartment,800000,167,3,1,2,,no,cairo,shorouk city
Ad id 194367065,apartment,2800000,123,3,2,4,no,no,cairo,rehab city
Ad id 194367049,duplex,2333343,330,3,3,ground,no,no,cairo,new capital city
Ad id 194367038,apartment,4000000,216,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 192451946,apartment,1600000,225,3,3,1,,no,cairo,obour city
Ad id 194367025,apartment,720000,120,2,1,2,no,no,cairo,new heliopolis
Ad id 194366983,apartment,2100000,145,3,2,10+,no,no,alexandria,sporting
Ad id 194366986,apartment,925000,130,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194366985,apartment,1850000,161,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194366979,apartment,2900000,130,3,2,2,no,no,giza,sheikh zayed
Ad id 194366964,apartment,3000000,250,4,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194365590,apartment,100000,132,3,3,ground,no,no,cairo,new capital city
Ad id 194366950,apartment,1600000,200,3,3,1,no,no,giza,6th of october
Ad id 194366948,duplex,624000,200,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194366947,apartment,3900000,160,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194366721,apartment,800000,150,2,1,ground,,no,cairo,new cairo - el tagamoa
Ad id 194366898,apartment,610000,115,3,1,4,no,no,cairo,new cairo - el tagamoa
Ad id 194366893,apartment,1790000,149,3,2,1,no,no,giza,hadayek 6th of october
Ad id 194366761,apartment,2250000,116,3,2,3,no,no,cairo,madinaty
Ad id 194364365,apartment,280000,130,3,2,5,no,no,giza,tersa
Ad id 194366888,apartment,390000,165,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194366857,apartment,850000,130,2,1,ground,no,no,cairo,nasr city
Ad id 194366851,apartment,565000,115,3,1,3,no,no,cairo,new cairo - el tagamoa
Ad id 194366845,apartment,1750000,150,2,2,1,no,no,giza,sheikh zayed
Ad id 194199658,apartment,780000,130,3,2,3,no,no,giza,hadayek al-ahram
Ad id 194304726,apartment,4000000,171,3,2,7,no,no,alexandria,smoha
Ad id 194315592,apartment,2900000,137,2,2,2,no,no,cairo,mostakbal city
Ad id 194289013,apartment,2885200,147,2,2,5,no,no,cairo,new cairo - el tagamoa
Ad id 192153664,apartment,2400000,197,3,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194285678,apartment,7936000,155,3,2,3,,no,cairo,new cairo - el tagamoa
Ad id 194314279,apartment,1650000,180,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194322502,apartment,1750000,90,2,2,2,no,no,cairo,rehab city
Ad id 193897135,apartment,5330000,220,3,3,ground,no,no,matruh,marsa matrouh
Ad id 194045260,apartment,590000,140,3,2,2,no,no,cairo,badr city
Ad id 194283142,apartment,1700000,123,3,2,3,,no,giza,sheikh zayed
Ad id 194006180,apartment,2472860,198,3,3,5,no,no,cairo,new capital city
Ad id 192573801,penthouse,3000000,310,3,3,5,no,no,giza,hadayek 6th of october
Ad id 193895321,apartment,4500000,262,3,3,6,no,no,alexandria,laurent
Ad id 194272683,apartment,3769825,146,2,2,2,,no,giza,sheikh zayed
Ad id 194249896,duplex,6095000,246,4,4,ground,no,no,giza,sheikh zayed
Ad id 194274393,studio,133000,83,1,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 194319196,apartment,1845000,205,4,3,3,no,no,giza,6th of october
Ad id 194269529,apartment,1012000,143,3,1,2,no,no,cairo,shorouk city
Ad id 194281665,apartment,1250000,130,3,2,6,,no,cairo,katameya
Ad id 194306405,apartment,3200000,146,2,2,ground,yes,no,cairo,new cairo - el tagamoa
Ad id 194366626,duplex,8000000,255,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 193385178,apartment,6250000,300,3,3,ground,yes,no,cairo,new cairo - el tagamoa
Ad id 194287510,apartment,6800000,220,3,4,1,,no,cairo,new cairo - el tagamoa
Ad id 194246162,apartment,3828943,155,3,3,2,,no,cairo,new cairo - el tagamoa
Ad id 184880726,apartment,4850000,172,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194248559,apartment,2400000,190,3,2,1,no,no,giza,sheikh zayed
Ad id 194145927,apartment,2300000,170,2,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 193607070,duplex,3750000,385,4,3,9,no,no,alexandria,roushdy
Ad id 194360324,apartment,1250000,50,1,1,ground,no,no,cairo,madinaty
Ad id 169803452,apartment,2000000,164,3,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 193891181,apartment,2035000,185,3,3,2,no,no,cairo,new cairo - el tagamoa
